0;130;-1051.7;573.416;-837.912;1;-465.451;423.164;-318.124;1
0;131;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;131;1090.16;-253.829;-814.506;1;617.417;17.3185;-232.254;1
0;133;-1051.7;573.416;-837.912;1;-463.993;424.124;-319.521;1
1;133;1090.16;-253.829;-814.506;1;618.401;18.2766;-231.917;1
0;134;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;134;1090.16;-253.829;-814.506;1;617.417;17.3185;-232.254;1
0;136;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;136;1090.16;-253.829;-814.506;1;620.149;19.2669;-230.936;1
0;137;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;138;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;139;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;140;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;141;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;141;1090.16;-253.829;-814.506;1;620.149;19.2669;-230.936;1
0;142;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;142;1090.16;-253.829;-814.506;1;620.913;19.299;-230.292;1
0;143;-1051.7;573.416;-837.912;1;-463.993;424.124;-319.521;1
0;144;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;144;1090.16;-253.829;-814.506;1;620.913;19.299;-230.292;1
0;145;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;146;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;147;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;147;1090.16;-253.829;-814.506;1;617.417;17.3185;-232.254;1
0;148;-1051.7;573.416;-837.912;1;-463.993;424.124;-319.521;1
0;149;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;150;-1051.7;573.416;-837.912;1;-463.993;424.124;-319.521;1
0;151;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;152;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;152;1090.16;-253.829;-814.506;1;620.149;19.2669;-230.936;1
0;153;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;153;1090.16;-253.829;-814.506;1;620.149;19.2669;-230.936;1
0;154;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;155;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;156;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;157;-1051.7;573.416;-837.912;1;-465.451;423.164;-318.124;1
0;158;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;159;1090.16;-253.829;-814.506;1;620.149;19.2669;-230.936;1
0;160;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;162;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;163;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;164;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;165;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;166;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;167;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;168;-1051.7;573.416;-837.912;1;-465.451;423.164;-318.124;1
1;168;1090.16;-253.829;-814.506;1;618.621;19.2027;-232.224;1
0;169;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;170;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;171;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;172;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;172;1090.16;-253.829;-814.506;1;618.401;18.2766;-231.917;1
0;173;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;174;-1051.7;573.416;-837.912;1;-465.451;423.164;-318.124;1
0;175;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;176;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;177;-1051.7;573.416;-837.912;1;-465.451;423.164;-318.124;1
0;178;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;178;1090.16;-253.829;-814.506;1;619.385;19.2348;-231.58;1
0;179;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;179;1090.16;-253.829;-814.506;1;618.621;19.2027;-232.224;1
0;180;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;181;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;182;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;182;1090.16;-253.829;-814.506;1;620.149;19.2669;-230.936;1
0;183;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;183;1090.16;-253.829;-814.506;1;620.149;19.2669;-230.936;1
0;184;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;184;1090.16;-253.829;-814.506;1;618.401;18.2766;-231.917;1
0;185;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;185;1090.16;-253.829;-814.506;1;618.621;19.2027;-232.224;1
0;186;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
1;186;1090.16;-253.829;-814.506;1;619.385;19.2348;-231.58;1
0;187;-1051.7;573.416;-837.912;1;-465.451;423.164;-318.124;1
0;188;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;189;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;190;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
0;191;-1051.7;573.416;-837.912;1;-464.176;423.151;-319.664;1
