0;138;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;139;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;140;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;141;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;141;1085.97;-256.424;-816.809;1618.022;17.6724;-232.044;1
0;142;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;142;1085.97;-256.424;-816.809;1618.788;17.7028;-231.402;1
0;143;-1062.02;569.286;-827.713;1-468.895;422.025;-314.942;1
0;144;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;144;1085.97;-256.424;-816.809;1618.788;17.7028;-231.402;1
0;145;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;146;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;147;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;147;1085.97;-256.424;-816.809;1615.282;15.7302;-233.356;1
0;148;-1062.02;569.286;-827.713;1-468.895;422.025;-314.942;1
0;149;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;150;-1062.02;569.286;-827.713;1-468.895;422.025;-314.942;1
0;151;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;152;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;152;1085.97;-256.424;-816.809;1618.022;17.6724;-232.044;1
0;153;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;153;1085.97;-256.424;-816.809;1618.022;17.6724;-232.044;1
0;154;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;155;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;156;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;157;-1062.02;569.286;-827.713;1-470.338;421.066;-313.529;1
0;158;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;159;1085.97;-256.424;-816.809;1618.022;17.6724;-232.044;1
0;160;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;162;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;163;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
0;164;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
1;164;1085.97;-256.424;-816.809;1617.035;16.7165;-232.379;1
0;165;-1062.02;569.286;-827.713;1-469.078;421.052;-315.082;1
